NODE_ID,district,continent,population_density,freeway
77,22,1,0.3224424451509617,0
78,9,1,0.19524679248686555,0
79,22,1,0.3224424451509617,0
80,3,0,0.30742519560756726,0
81,4,0,0.0005186137229700782,1
82,16,1,0.46905228979232905,0
83,8,1,0.23425556382331056,0
84,13,1,0.07752147737265778,0
85,25,0,0.6777604906536788,0
86,21,0,0.20413087104557037,0
87,19,0,0.28931881214909017,0
88,22,1,0.3224424451509617,0
89,19,0,0.28931881214909017,1
90,9,1,0.19524679248686555,0
91,24,0,0.8381699700105978,0
92,3,0,0.30742519560756726,1
93,9,1,0.19524679248686555,0
94,12,0,0.0030214886468691517,1
95,18,0,0.6438025660105076,0
96,4,0,0.0005186137229700782,1
97,8,1,0.23425556382331056,1
98,0,0,0.06769036505896413,0
99,2,0,0.0424361315925951,1
100,27,1,0.26194502694536514,0
101,5,1,0.0,0
102,13,1,0.07752147737265778,0
103,21,0,0.20413087104557037,0
104,28,0,0.13876299352860266,0
105,22,1,0.3224424451509617,0
106,12,0,0.0030214886468691517,1
107,0,0,0.06769036505896413,0
108,10,0,0.43908543597375366,0
109,23,1,0.035355926852916636,1
110,4,0,0.0005186137229700782,0
111,12,0,0.0030214886468691517,1
112,18,0,0.6438025660105076,0
113,28,0,0.13876299352860266,0
114,4,0,0.0005186137229700782,1
115,12,0,0.0030214886468691517,1
116,12,0,0.0030214886468691517,1
117,9,1,0.19524679248686555,0
118,21,0,0.20413087104557037,0
119,7,1,0.02856885160882996,0
120,12,0,0.0030214886468691517,1
121,13,1,0.07752147737265778,0
122,18,0,0.6438025660105076,0
123,27,1,0.26194502694536514,0
124,4,0,0.0005186137229700782,1
125,0,0,0.06769036505896413,0
126,12,0,0.0030214886468691517,1
127,19,0,0.28931881214909017,1
128,4,0,0.0005186137229700782,1
129,15,1,0.10058851383345735,0
130,16,1,0.46905228979232905,0
131,4,0,0.0005186137229700782,0
132,8,1,0.23425556382331056,1
133,14,1,0.3443820604748698,0
134,23,1,0.035355926852916636,1
135,4,0,0.0005186137229700782,1
136,0,0,0.06769036505896413,0
137,12,0,0.0030214886468691517,1
138,8,1,0.23425556382331056,0
139,14,1,0.3443820604748698,0
140,17,0,0.028005141040384224,1
141,28,0,0.13876299352860266,0
142,3,0,0.30742519560756726,0
143,19,0,0.28931881214909017,1
144,8,1,0.23425556382331056,0
145,14,1,0.3443820604748698,0
146,15,1,0.10058851383345735,0
147,23,1,0.035355926852916636,1
148,25,0,0.6777604906536788,0
149,3,0,0.30742519560756726,0
150,2,0,0.0424361315925951,0
151,15,1,0.10058851383345735,1
152,12,0,0.0030214886468691517,1
153,22,1,0.3224424451509617,0
154,22,1,0.3224424451509617,0
155,26,0,1.0,0
156,16,1,0.46905228979232905,0
157,2,0,0.0424361315925951,1
158,10,0,0.43908543597375366,0
159,8,1,0.23425556382331056,0
160,24,0,0.8381699700105978,0
161,12,0,0.0030214886468691517,1
162,23,1,0.035355926852916636,1
163,20,1,0.017046607589799093,0
164,12,0,0.0030214886468691517,1
165,25,0,0.6777604906536788,0
166,19,0,0.28931881214909017,0
167,14,1,0.3443820604748698,0
168,14,1,0.3443820604748698,0
169,12,0,0.0030214886468691517,1
170,19,0,0.28931881214909017,0
171,4,0,0.0005186137229700782,1
172,12,0,0.0030214886468691517,1
173,12,0,0.0030214886468691517,1
174,27,1,0.26194502694536514,0
175,13,1,0.07752147737265778,0
176,12,0,0.0030214886468691517,0
177,13,1,0.07752147737265778,0
178,14,1,0.3443820604748698,0
179,2,0,0.0424361315925951,0
180,5,1,0.0,1
181,16,1,0.46905228979232905,0
182,1,0,0.5737446165640714,0
183,12,0,0.0030214886468691517,1
184,2,0,0.0424361315925951,0
185,29,0,0.615842521815599,0
186,25,0,0.6777604906536788,0
187,4,0,0.0005186137229700782,1
188,8,1,0.23425556382331056,1
189,12,0,0.0030214886468691517,1
190,18,0,0.6438025660105076,0
191,2,0,0.0424361315925951,0
192,15,1,0.10058851383345735,0
193,19,0,0.28931881214909017,0
194,22,1,0.3224424451509617,0
195,3,0,0.30742519560756726,1
196,0,0,0.06769036505896413,1
197,30,0,0.598525333152946,0
198,17,0,0.028005141040384224,1
199,0,0,0.06769036505896413,0
200,7,1,0.02856885160882996,0
201,3,0,0.30742519560756726,0
202,16,1,0.46905228979232905,0
203,20,1,0.017046607589799093,0
204,4,0,0.0005186137229700782,1
205,29,0,0.615842521815599,0
206,4,0,0.0005186137229700782,1
207,9,1,0.19524679248686555,0
208,14,1,0.3443820604748698,0
209,4,0,0.0005186137229700782,1
210,0,0,0.06769036505896413,0
211,0,0,0.06769036505896413,1
212,4,0,0.0005186137229700782,0
213,5,1,0.0,1
214,22,1,0.3224424451509617,0
215,18,0,0.6438025660105076,0
216,12,0,0.0030214886468691517,1
217,22,1,0.3224424451509617,0
218,4,0,0.0005186137229700782,1
219,27,1,0.26194502694536514,0
220,0,0,0.06769036505896413,0
221,2,0,0.0424361315925951,0
222,20,1,0.017046607589799093,1
223,26,0,1.0,0
224,0,0,0.06769036505896413,0
225,22,1,0.3224424451509617,0
226,20,1,0.017046607589799093,1
227,22,1,0.3224424451509617,0
228,16,1,0.46905228979232905,0
229,19,0,0.28931881214909017,0
230,3,0,0.30742519560756726,1
231,8,1,0.23425556382331056,1
232,12,0,0.0030214886468691517,0
233,31,0,0.9898983066134524,0
234,15,1,0.10058851383345735,1
235,17,0,0.028005141040384224,0
236,13,1,0.07752147737265778,0
237,3,0,0.30742519560756726,0
238,19,0,0.28931881214909017,0
239,10,0,0.43908543597375366,0
240,9,1,0.19524679248686555,0
241,2,0,0.0424361315925951,0
242,9,1,0.19524679248686555,0
243,32,0,0.2322262057769059,0
244,4,0,0.0005186137229700782,1
245,0,0,0.06769036505896413,1
246,3,0,0.30742519560756726,0
247,12,0,0.0030214886468691517,1
248,12,0,0.0030214886468691517,1
249,17,0,0.028005141040384224,1
250,27,1,0.26194502694536514,0
251,19,0,0.28931881214909017,1
252,4,0,0.0005186137229700782,1
253,2,0,0.0424361315925951,0
254,2,0,0.0424361315925951,1
255,12,0,0.0030214886468691517,1
256,2,0,0.0424361315925951,0
257,4,0,0.0005186137229700782,0
258,21,0,0.20413087104557037,0
259,17,0,0.028005141040384224,1
260,22,1,0.3224424451509617,0
261,4,0,0.0005186137229700782,0
262,9,1,0.19524679248686555,0
263,12,0,0.0030214886468691517,1
264,13,1,0.07752147737265778,0
265,12,0,0.0030214886468691517,1
266,14,1,0.3443820604748698,0
267,3,0,0.30742519560756726,0
268,10,0,0.43908543597375366,0
269,15,1,0.10058851383345735,0
270,4,0,0.0005186137229700782,1
271,22,1,0.3224424451509617,0
272,16,1,0.46905228979232905,0
273,1,0,0.5737446165640714,0
274,15,1,0.10058851383345735,1
275,7,1,0.02856885160882996,0
276,25,0,0.6777604906536788,1
277,32,0,0.2322262057769059,0
278,15,1,0.10058851383345735,1
279,1,0,0.5737446165640714,0
280,16,1,0.46905228979232905,0
281,17,0,0.028005141040384224,1
282,32,0,0.2322262057769059,0
283,4,0,0.0005186137229700782,1
284,4,0,0.0005186137229700782,1
285,5,1,0.0,1
286,20,1,0.017046607589799093,0
287,22,1,0.3224424451509617,0
288,2,0,0.0424361315925951,0
289,25,0,0.6777604906536788,0
290,8,1,0.23425556382331056,0
291,25,0,0.6777604906536788,0
292,19,0,0.28931881214909017,0
293,28,0,0.13876299352860266,1
294,4,0,0.0005186137229700782,1
295,25,0,0.6777604906536788,0
296,7,1,0.02856885160882996,0
297,12,0,0.0030214886468691517,1
298,3,0,0.30742519560756726,1
299,10,0,0.43908543597375366,0
300,3,0,0.30742519560756726,0
301,10,0,0.43908543597375366,0
302,4,0,0.0005186137229700782,1
303,29,0,0.615842521815599,0
304,28,0,0.13876299352860266,0
305,22,1,0.3224424451509617,0
306,0,0,0.06769036505896413,0
307,11,0,0.03438634467518997,0
308,33,0,0.17123272227107714,0
309,9,1,0.19524679248686555,0
310,9,1,0.19524679248686555,0
311,5,1,0.0,0
312,32,0,0.2322262057769059,0
313,15,1,0.10058851383345735,0
314,22,1,0.3224424451509617,0
315,17,0,0.028005141040384224,1
316,16,1,0.46905228979232905,0
317,19,0,0.28931881214909017,0
318,0,0,0.06769036505896413,0
319,22,1,0.3224424451509617,0
320,16,1,0.46905228979232905,0
321,15,1,0.10058851383345735,0
322,22,1,0.3224424451509617,0
323,16,1,0.46905228979232905,0
324,1,0,0.5737446165640714,0
325,32,0,0.2322262057769059,0
326,3,0,0.30742519560756726,0
327,29,0,0.615842521815599,0
328,0,0,0.06769036505896413,0
329,10,0,0.43908543597375366,0
330,8,1,0.23425556382331056,1
331,29,0,0.615842521815599,0
332,8,1,0.23425556382331056,1
333,15,1,0.10058851383345735,0
334,12,0,0.0030214886468691517,1
335,4,0,0.0005186137229700782,0
336,23,1,0.035355926852916636,1
337,22,1,0.3224424451509617,0
338,26,0,1.0,0
339,15,1,0.10058851383345735,0
340,22,1,0.3224424451509617,0
341,27,1,0.26194502694536514,0
342,17,0,0.028005141040384224,1
343,0,0,0.06769036505896413,0
344,7,1,0.02856885160882996,1
345,8,1,0.23425556382331056,0
346,15,1,0.10058851383345735,0
347,1,0,0.5737446165640714,0
348,19,0,0.28931881214909017,1
349,15,1,0.10058851383345735,1
350,7,1,0.02856885160882996,1
351,22,1,0.3224424451509617,0
352,3,0,0.30742519560756726,0
353,14,1,0.3443820604748698,0
354,19,0,0.28931881214909017,0
355,3,0,0.30742519560756726,0
356,4,0,0.0005186137229700782,0
357,12,0,0.0030214886468691517,1
358,0,0,0.06769036505896413,1
359,22,1,0.3224424451509617,0
360,18,0,0.6438025660105076,0
361,12,0,0.0030214886468691517,0
362,4,0,0.0005186137229700782,0
363,8,1,0.23425556382331056,1
364,25,0,0.6777604906536788,1
365,15,1,0.10058851383345735,1
366,20,1,0.017046607589799093,0
367,3,0,0.30742519560756726,0
368,8,1,0.23425556382331056,0
369,28,0,0.13876299352860266,0
370,9,1,0.19524679248686555,0
371,13,1,0.07752147737265778,0
372,30,0,0.598525333152946,0
373,31,0,0.9898983066134524,0
374,0,0,0.06769036505896413,0
375,23,1,0.035355926852916636,0
376,15,1,0.10058851383345735,1
377,31,0,0.9898983066134524,0
378,17,0,0.028005141040384224,1
379,19,0,0.28931881214909017,0
380,13,1,0.07752147737265778,0
381,0,0,0.06769036505896413,0
382,12,0,0.0030214886468691517,1
383,22,1,0.3224424451509617,0
384,18,0,0.6438025660105076,0
385,0,0,0.06769036505896413,0
386,23,1,0.035355926852916636,1
387,15,1,0.10058851383345735,0
388,2,0,0.0424361315925951,0
389,5,1,0.0,1
390,25,0,0.6777604906536788,0
391,20,1,0.017046607589799093,0
392,8,1,0.23425556382331056,1
393,32,0,0.2322262057769059,0
394,3,0,0.30742519560756726,0
395,8,1,0.23425556382331056,1
396,22,1,0.3224424451509617,0
397,31,0,0.9898983066134524,0
398,12,0,0.0030214886468691517,0
399,12,0,0.0030214886468691517,0
400,23,1,0.035355926852916636,0
401,20,1,0.017046607589799093,0
402,32,0,0.2322262057769059,0
403,13,1,0.07752147737265778,0
404,20,1,0.017046607589799093,1
405,12,0,0.0030214886468691517,1
406,22,1,0.3224424451509617,0
407,10,0,0.43908543597375366,0
408,3,0,0.30742519560756726,0
409,8,1,0.23425556382331056,0
410,12,0,0.0030214886468691517,1
411,19,0,0.28931881214909017,0
412,15,1,0.10058851383345735,0
413,0,0,0.06769036505896413,0
414,4,0,0.0005186137229700782,1
415,2,0,0.0424361315925951,0
416,3,0,0.30742519560756726,0
417,12,0,0.0030214886468691517,1
418,8,1,0.23425556382331056,0
419,3,0,0.30742519560756726,0
420,22,1,0.3224424451509617,0
421,28,0,0.13876299352860266,0
422,28,0,0.13876299352860266,1
423,1,0,0.5737446165640714,0
424,18,0,0.6438025660105076,0
425,9,1,0.19524679248686555,0
426,30,0,0.598525333152946,0
427,13,1,0.07752147737265778,0
428,8,1,0.23425556382331056,0
429,8,1,0.23425556382331056,0
430,32,0,0.2322262057769059,0
431,10,0,0.43908543597375366,0
432,31,0,0.9898983066134524,0
433,3,0,0.30742519560756726,0
434,8,1,0.23425556382331056,0
435,22,1,0.3224424451509617,0
436,4,0,0.0005186137229700782,1
437,9,1,0.19524679248686555,0
438,14,1,0.3443820604748698,0
439,20,1,0.017046607589799093,1
440,22,1,0.3224424451509617,0
441,4,0,0.0005186137229700782,1
442,2,0,0.0424361315925951,1
443,7,1,0.02856885160882996,0
444,19,0,0.28931881214909017,0
445,4,0,0.0005186137229700782,0
446,5,1,0.0,1
447,7,1,0.02856885160882996,1
448,17,0,0.028005141040384224,1
449,12,0,0.0030214886468691517,0
450,22,1,0.3224424451509617,0
451,19,0,0.28931881214909017,0
452,23,1,0.035355926852916636,0
453,27,1,0.26194502694536514,0
454,19,0,0.28931881214909017,0
455,24,0,0.8381699700105978,0
456,15,1,0.10058851383345735,1
457,15,1,0.10058851383345735,1
458,1,0,0.5737446165640714,0
459,21,0,0.20413087104557037,0
460,12,0,0.0030214886468691517,1
461,4,0,0.0005186137229700782,0
462,15,1,0.10058851383345735,0
463,18,0,0.6438025660105076,0
464,3,0,0.30742519560756726,0
465,0,0,0.06769036505896413,1
466,4,0,0.0005186137229700782,1
467,25,0,0.6777604906536788,0
468,12,0,0.0030214886468691517,0
469,20,1,0.017046607589799093,1
470,27,1,0.26194502694536514,0
471,2,0,0.0424361315925951,0
472,4,0,0.0005186137229700782,1
473,12,0,0.0030214886468691517,1
474,22,1,0.3224424451509617,0
475,10,0,0.43908543597375366,0
476,7,1,0.02856885160882996,0
477,15,1,0.10058851383345735,1
478,0,0,0.06769036505896413,0
479,10,0,0.43908543597375366,0
480,18,0,0.6438025660105076,0
481,13,1,0.07752147737265778,0
482,22,1,0.3224424451509617,0
483,4,0,0.0005186137229700782,1
484,3,0,0.30742519560756726,0
485,19,0,0.28931881214909017,1
486,32,0,0.2322262057769059,0
487,26,0,1.0,0
488,4,0,0.0005186137229700782,0
489,9,1,0.19524679248686555,0
490,24,0,0.8381699700105978,0
491,31,0,0.9898983066134524,0
492,28,0,0.13876299352860266,1
493,28,0,0.13876299352860266,1
494,21,0,0.20413087104557037,0
495,14,1,0.3443820604748698,0
496,12,0,0.0030214886468691517,0
497,14,1,0.3443820604748698,0
498,23,1,0.035355926852916636,0
499,10,0,0.43908543597375366,0
500,17,0,0.028005141040384224,1
501,9,1,0.19524679248686555,0
502,4,0,0.0005186137229700782,0
503,23,1,0.035355926852916636,0
504,25,0,0.6777604906536788,1
505,10,0,0.43908543597375366,0
506,4,0,0.0005186137229700782,0
507,6,0,0.6750095830796635,0
508,19,0,0.28931881214909017,0
509,23,1,0.035355926852916636,1
510,19,0,0.28931881214909017,0
511,7,1,0.02856885160882996,1
512,5,1,0.0,1
513,5,1,0.0,1
514,19,0,0.28931881214909017,0
515,21,0,0.20413087104557037,0
516,16,1,0.46905228979232905,0
517,9,1,0.19524679248686555,0
518,23,1,0.035355926852916636,0
519,27,1,0.26194502694536514,0
520,9,1,0.19524679248686555,0
521,7,1,0.02856885160882996,0
522,26,0,1.0,0
523,12,0,0.0030214886468691517,1
524,3,0,0.30742519560756726,0
525,8,1,0.23425556382331056,0
526,10,0,0.43908543597375366,0
527,25,0,0.6777604906536788,0
528,19,0,0.28931881214909017,1
529,22,1,0.3224424451509617,0
530,12,0,0.0030214886468691517,0
531,25,0,0.6777604906536788,0
532,24,0,0.8381699700105978,0
533,13,1,0.07752147737265778,0
534,4,0,0.0005186137229700782,1
535,9,1,0.19524679248686555,0
536,27,1,0.26194502694536514,0
537,3,0,0.30742519560756726,1
538,20,1,0.017046607589799093,0
539,11,0,0.03438634467518997,0
540,12,0,0.0030214886468691517,0
541,28,0,0.13876299352860266,0
542,0,0,0.06769036505896413,1
543,4,0,0.0005186137229700782,1
544,0,0,0.06769036505896413,0
545,12,0,0.0030214886468691517,1
546,17,0,0.028005141040384224,1
547,21,0,0.20413087104557037,0
548,15,1,0.10058851383345735,1
549,21,0,0.20413087104557037,0
550,29,0,0.615842521815599,0
551,22,1,0.3224424451509617,0
552,3,0,0.30742519560756726,1
553,9,1,0.19524679248686555,0
554,10,0,0.43908543597375366,0
555,20,1,0.017046607589799093,0
556,24,0,0.8381699700105978,0
557,1,0,0.5737446165640714,0
558,12,0,0.0030214886468691517,1
559,1,0,0.5737446165640714,0
560,16,1,0.46905228979232905,0
561,0,0,0.06769036505896413,0
562,8,1,0.23425556382331056,0
563,21,0,0.20413087104557037,0
564,33,0,0.17123272227107714,0
565,15,1,0.10058851383345735,1
566,10,0,0.43908543597375366,0
567,12,0,0.0030214886468691517,1
568,4,0,0.0005186137229700782,0
569,6,0,0.6750095830796635,0
570,1,0,0.5737446165640714,0
571,19,0,0.28931881214909017,0
572,20,1,0.017046607589799093,0
573,20,1,0.017046607589799093,0
574,8,1,0.23425556382331056,1
575,3,0,0.30742519560756726,1
576,2,0,0.0424361315925951,1
577,2,0,0.0424361315925951,0
578,9,1,0.19524679248686555,0
579,33,0,0.17123272227107714,0
580,4,0,0.0005186137229700782,1
581,8,1,0.23425556382331056,1
582,20,1,0.017046607589799093,0
583,8,1,0.23425556382331056,0
584,4,0,0.0005186137229700782,1
585,10,0,0.43908543597375366,0
586,28,0,0.13876299352860266,0
587,4,0,0.0005186137229700782,1
588,23,1,0.035355926852916636,0
589,16,1,0.46905228979232905,0
590,8,1,0.23425556382331056,1
591,23,1,0.035355926852916636,1
592,15,1,0.10058851383345735,0
593,12,0,0.0030214886468691517,1
594,6,0,0.6750095830796635,0
595,27,1,0.26194502694536514,0
596,2,0,0.0424361315925951,1
597,0,0,0.06769036505896413,1
598,14,1,0.3443820604748698,0
599,2,0,0.0424361315925951,0
600,29,0,0.615842521815599,0
601,20,1,0.017046607589799093,1
602,12,0,0.0030214886468691517,1
603,10,0,0.43908543597375366,0
604,32,0,0.2322262057769059,0
605,13,1,0.07752147737265778,0
606,5,1,0.0,0
607,31,0,0.9898983066134524,0
608,20,1,0.017046607589799093,0
609,26,0,1.0,0
610,4,0,0.0005186137229700782,1
611,15,1,0.10058851383345735,0
612,16,1,0.46905228979232905,0
613,19,0,0.28931881214909017,0
614,23,1,0.035355926852916636,1
615,10,0,0.43908543597375366,0
616,8,1,0.23425556382331056,1
617,9,1,0.19524679248686555,0
618,4,0,0.0005186137229700782,0
619,22,1,0.3224424451509617,0
620,17,0,0.028005141040384224,0
621,23,1,0.035355926852916636,0
622,3,0,0.30742519560756726,1
623,0,0,0.06769036505896413,0
624,23,1,0.035355926852916636,1
625,17,0,0.028005141040384224,1
626,21,0,0.20413087104557037,0
627,8,1,0.23425556382331056,1
628,4,0,0.0005186137229700782,0
629,2,0,0.0424361315925951,0
630,19,0,0.28931881214909017,0
631,20,1,0.017046607589799093,1
632,2,0,0.0424361315925951,0
633,10,0,0.43908543597375366,0
634,2,0,0.0424361315925951,0
635,33,0,0.17123272227107714,0
636,12,0,0.0030214886468691517,1
637,17,0,0.028005141040384224,1
638,10,0,0.43908543597375366,0
639,19,0,0.28931881214909017,1
640,9,1,0.19524679248686555,0
641,12,0,0.0030214886468691517,1
642,23,1,0.035355926852916636,1
643,20,1,0.017046607589799093,1
644,21,0,0.20413087104557037,0
645,23,1,0.035355926852916636,0
646,9,1,0.19524679248686555,0
647,22,1,0.3224424451509617,0
648,0,0,0.06769036505896413,0
649,16,1,0.46905228979232905,0
650,18,0,0.6438025660105076,0
651,15,1,0.10058851383345735,0
652,1,0,0.5737446165640714,0
653,8,1,0.23425556382331056,0
654,29,0,0.615842521815599,0
655,4,0,0.0005186137229700782,0
656,24,0,0.8381699700105978,0
657,9,1,0.19524679248686555,0
658,2,0,0.0424361315925951,0
659,14,1,0.3443820604748698,0
660,10,0,0.43908543597375366,0
661,23,1,0.035355926852916636,1
662,12,0,0.0030214886468691517,1
663,15,1,0.10058851383345735,0
664,14,1,0.3443820604748698,0
665,29,0,0.615842521815599,0
666,23,1,0.035355926852916636,1
667,19,0,0.28931881214909017,0
668,9,1,0.19524679248686555,0
669,13,1,0.07752147737265778,0
670,8,1,0.23425556382331056,0
671,25,0,0.6777604906536788,0
672,8,1,0.23425556382331056,0
673,28,0,0.13876299352860266,1
674,16,1,0.46905228979232905,0
675,12,0,0.0030214886468691517,0
676,2,0,0.0424361315925951,0
677,20,1,0.017046607589799093,0
678,23,1,0.035355926852916636,0
679,17,0,0.028005141040384224,1
680,0,0,0.06769036505896413,1
681,14,1,0.3443820604748698,0
682,4,0,0.0005186137229700782,0
683,19,0,0.28931881214909017,0
684,2,0,0.0424361315925951,0
685,8,1,0.23425556382331056,1
686,4,0,0.0005186137229700782,1
687,22,1,0.3224424451509617,0
688,8,1,0.23425556382331056,0
689,20,1,0.017046607589799093,0
690,7,1,0.02856885160882996,0
691,4,0,0.0005186137229700782,1
692,3,0,0.30742519560756726,1
693,12,0,0.0030214886468691517,1
694,30,0,0.598525333152946,0
695,25,0,0.6777604906536788,0
696,10,0,0.43908543597375366,0
697,12,0,0.0030214886468691517,1
698,7,1,0.02856885160882996,0
699,19,0,0.28931881214909017,0
700,15,1,0.10058851383345735,1
701,4,0,0.0005186137229700782,1
702,24,0,0.8381699700105978,0
703,12,0,0.0030214886468691517,1
704,2,0,0.0424361315925951,0
705,14,1,0.3443820604748698,0
706,4,0,0.0005186137229700782,1
707,9,1,0.19524679248686555,0
708,3,0,0.30742519560756726,1
709,19,0,0.28931881214909017,1
710,15,1,0.10058851383345735,1
711,26,0,1.0,0
712,10,0,0.43908543597375366,0
713,12,0,0.0030214886468691517,1
714,9,1,0.19524679248686555,0
715,19,0,0.28931881214909017,1
716,31,0,0.9898983066134524,0
717,11,0,0.03438634467518997,0
718,4,0,0.0005186137229700782,1
719,0,0,0.06769036505896413,0
720,23,1,0.035355926852916636,0
721,15,1,0.10058851383345735,1
722,12,0,0.0030214886468691517,1
723,9,1,0.19524679248686555,0
724,23,1,0.035355926852916636,1
725,15,1,0.10058851383345735,0
726,17,0,0.028005141040384224,1
727,17,0,0.028005141040384224,1
728,20,1,0.017046607589799093,0
729,4,0,0.0005186137229700782,1
730,29,0,0.615842521815599,0
731,25,0,0.6777604906536788,0
732,14,1,0.3443820604748698,0
733,11,0,0.03438634467518997,0
734,20,1,0.017046607589799093,0
735,8,1,0.23425556382331056,1
736,3,0,0.30742519560756726,0
737,26,0,1.0,0
738,10,0,0.43908543597375366,0
739,12,0,0.0030214886468691517,1
740,7,1,0.02856885160882996,1
741,19,0,0.28931881214909017,0
742,25,0,0.6777604906536788,0
743,6,0,0.6750095830796635,0
744,20,1,0.017046607589799093,1
745,14,1,0.3443820604748698,0
746,22,1,0.3224424451509617,0
747,8,1,0.23425556382331056,1
748,0,0,0.06769036505896413,0
749,19,0,0.28931881214909017,0
750,25,0,0.6777604906536788,0
751,12,0,0.0030214886468691517,1
752,19,0,0.28931881214909017,0
753,15,1,0.10058851383345735,1
754,12,0,0.0030214886468691517,0
755,8,1,0.23425556382331056,1
756,24,0,0.8381699700105978,0
757,23,1,0.035355926852916636,0
758,16,1,0.46905228979232905,0
759,4,0,0.0005186137229700782,0
760,15,1,0.10058851383345735,0
761,15,1,0.10058851383345735,1
762,4,0,0.0005186137229700782,0
763,15,1,0.10058851383345735,1
764,12,0,0.0030214886468691517,1
765,2,0,0.0424361315925951,0
766,4,0,0.0005186137229700782,1
767,27,1,0.26194502694536514,0
768,20,1,0.017046607589799093,1
769,6,0,0.6750095830796635,0
770,12,0,0.0030214886468691517,1
771,14,1,0.3443820604748698,0
772,3,0,0.30742519560756726,0
773,10,0,0.43908543597375366,0
774,15,1,0.10058851383345735,0
775,19,0,0.28931881214909017,0
776,4,0,0.0005186137229700782,1
777,22,1,0.3224424451509617,0
778,20,1,0.017046607589799093,1
779,14,1,0.3443820604748698,0
780,10,0,0.43908543597375366,0
781,1,0,0.5737446165640714,0
782,29,0,0.615842521815599,0
783,19,0,0.28931881214909017,1
784,14,1,0.3443820604748698,0
785,32,0,0.2322262057769059,0
786,2,0,0.0424361315925951,1
787,12,0,0.0030214886468691517,1
788,25,0,0.6777604906536788,0
789,12,0,0.0030214886468691517,0
790,29,0,0.615842521815599,0
791,12,0,0.0030214886468691517,1
792,27,1,0.26194502694536514,0
793,15,1,0.10058851383345735,0
794,12,0,0.0030214886468691517,1
795,24,0,0.8381699700105978,0
796,8,1,0.23425556382331056,1
797,23,1,0.035355926852916636,0
798,4,0,0.0005186137229700782,0
799,12,0,0.0030214886468691517,1
800,22,1,0.3224424451509617,0
801,10,0,0.43908543597375366,0
802,14,1,0.3443820604748698,0
803,3,0,0.30742519560756726,0
804,2,0,0.0424361315925951,0
805,27,1,0.26194502694536514,0
806,4,0,0.0005186137229700782,0
807,17,0,0.028005141040384224,1
808,32,0,0.2322262057769059,0
809,1,0,0.5737446165640714,0
810,2,0,0.0424361315925951,1
811,6,0,0.6750095830796635,0
812,16,1,0.46905228979232905,0
813,10,0,0.43908543597375366,0
814,19,0,0.28931881214909017,0
815,8,1,0.23425556382331056,0
816,26,0,1.0,0
817,3,0,0.30742519560756726,0
818,4,0,0.0005186137229700782,1
819,26,0,1.0,0
